UserID,ProblemID,Difficulty,Topic,Solved
20,1071,Easy,Sorting,1
20,1049,Easy,DP,1
20,1029,Easy,Math,1
20,1200,Medium,Strings,1
20,1192,Medium,Trees,0
20,1005,Medium,Arrays,1
20,1062,Hard,Math,0
20,1053,Medium,Arrays,0
20,1018,Medium,Graphs,1
20,1026,Easy,Sorting,0
20,1156,Medium,DP,1
20,1189,Hard,Strings,1
20,1013,Easy,Greedy,1
20,1063,Hard,Greedy,1
20,1012,Medium,Strings,0
20,1103,Easy,Arrays,1
20,1113,Medium,Arrays,0
20,1060,Hard,DP,1
20,1183,Easy,Strings,1
20,1056,Hard,Strings,1
20,1015,Easy,Trees,1
20,1036,Easy,Arrays,1
20,1129,Easy,Graphs,1
20,1075,Easy,Trees,1
20,1142,Easy,Greedy,0
20,1082,Medium,Greedy,1
20,1083,Medium,Arrays,0
20,1061,Medium,Graphs,0
20,1078,Hard,Strings,1
20,1037,Hard,Trees,1
20,1057,Easy,Trees,1
20,1106,Medium,Trees,1
20,1039,Hard,Strings,1
20,1177,Easy,Trees,1
21,1076,Hard,Greedy,0
21,1040,Easy,Sorting,1
21,1051,Medium,Trees,1
21,1085,Easy,Arrays,1
21,1059,Hard,Math,1
21,1098,Easy,Greedy,0
21,1146,Hard,Arrays,0
21,1063,Hard,Greedy,1
21,1128,Medium,Graphs,0
21,1141,Medium,DP,1
21,1168,Hard,Greedy,0
21,1176,Hard,Math,1
21,1087,Medium,Math,0
21,1066,Medium,Sorting,1
21,1126,Easy,Trees,1
21,1165,Hard,Arrays,1
21,1186,Easy,Trees,1
21,1118,Hard,Graphs,0
21,1044,Medium,Trees,1
21,1091,Hard,Greedy,0
21,1182,Easy,Trees,1
21,1036,Easy,Arrays,1
21,1140,Easy,Graphs,1
21,1184,Medium,Graphs,1
21,1048,Hard,Graphs,0
21,1139,Hard,DP,0
21,1185,Easy,Greedy,1
21,1016,Easy,Strings,1
21,1135,Hard,Math,1
21,1009,Easy,Math,1
21,1020,Easy,Math,1
21,1013,Easy,Greedy,1
21,1002,Medium,Greedy,1
21,1106,Medium,Trees,0
21,1179,Hard,Graphs,0
21,1162,Hard,DP,1
21,1060,Hard,DP,0
21,1018,Medium,Graphs,1
21,1039,Hard,Strings,1
21,1003,Easy,Graphs,1
21,1056,Hard,Strings,1
21,1130,Easy,Greedy,1
21,1117,Easy,Graphs,1
21,1096,Easy,Strings,1
21,1173,Easy,Greedy,1
21,1124,Hard,Greedy,0
21,1125,Medium,Strings,1
21,1005,Medium,Arrays,1
21,1190,Medium,Graphs,1
21,1137,Medium,Math,0
21,1142,Easy,Greedy,1
21,1167,Hard,Trees,0
21,1004,Medium,Graphs,1
21,1153,Medium,Graphs,0
21,1136,Medium,Arrays,0
21,1071,Easy,Sorting,1
21,1138,Hard,Graphs,1
21,1074,Hard,DP,0
21,1147,Easy,Trees,1
21,1129,Easy,Graphs,1
21,1111,Easy,Math,1
21,1046,Easy,DP,1
21,1028,Easy,Strings,1
21,1025,Hard,Graphs,0
21,1172,Easy,Sorting,1
21,1174,Easy,Greedy,0
21,1062,Hard,Math,1
21,1050,Hard,Trees,0
22,1126,Easy,Trees,1
22,1059,Hard,Math,0
22,1092,Easy,Trees,1
22,1142,Easy,Greedy,1
22,1097,Hard,Graphs,1
22,1111,Easy,Math,1
22,1048,Hard,Graphs,0
22,1175,Easy,Math,1
22,1150,Medium,Math,1
22,1170,Easy,Arrays,1
22,1098,Easy,Greedy,0
22,1022,Medium,Graphs,1
22,1159,Hard,Greedy,0
22,1076,Hard,Greedy,0
22,1064,Easy,DP,1
22,1183,Easy,Strings,1
22,1019,Hard,Trees,0
22,1189,Hard,Strings,0
22,1069,Easy,Greedy,0
22,1040,Easy,Sorting,1
22,1190,Medium,Graphs,1
22,1163,Hard,Greedy,0
22,1181,Easy,Math,1
22,1100,Medium,Math,1
22,1082,Medium,Greedy,0
22,1093,Easy,Trees,0
22,1028,Easy,Strings,1
22,1024,Hard,Graphs,0
22,1002,Medium,Greedy,1
22,1079,Medium,Sorting,1
22,1114,Medium,Arrays,1
22,1193,Easy,Math,1
22,1070,Hard,Graphs,0
22,1027,Medium,Strings,1
22,1034,Easy,Greedy,1
22,1023,Easy,Greedy,1
22,1194,Medium,Greedy,1
22,1195,Medium,Trees,1
22,1115,Easy,Sorting,1
22,1143,Medium,Greedy,1
22,1161,Easy,Trees,0
22,1132,Hard,Graphs,0
22,1105,Easy,Sorting,1
22,1167,Hard,Trees,0
22,1007,Easy,Arrays,1
22,1165,Hard,Arrays,0
22,1091,Hard,Greedy,0
22,1197,Medium,Math,0
22,1173,Easy,Greedy,1
22,1084,Easy,Arrays,1
22,1099,Medium,DP,1
22,1004,Medium,Graphs,1
22,1075,Easy,Trees,1
22,1106,Medium,Trees,0
22,1177,Easy,Trees,1
22,1185,Easy,Greedy,1
22,1144,Medium,Math,0
22,1063,Hard,Greedy,0
22,1134,Easy,Sorting,1
22,1044,Medium,Trees,1
22,1180,Hard,Math,0
22,1141,Medium,DP,0
22,1036,Easy,Arrays,1
22,1182,Easy,Trees,1
22,1078,Hard,Strings,1
22,1137,Medium,Math,0
22,1127,Easy,Math,1
22,1038,Easy,Greedy,1
22,1017,Medium,Arrays,1
22,1043,Easy,Math,1
22,1112,Easy,Arrays,1
22,1071,Easy,Sorting,1
23,1145,Medium,Math,1
23,1166,Easy,Strings,1
23,1174,Easy,Greedy,1
23,1103,Easy,Arrays,1
23,1193,Easy,Math,1
23,1085,Easy,Arrays,0
23,1111,Easy,Math,1
23,1028,Easy,Strings,1
23,1003,Easy,Graphs,0
23,1026,Easy,Sorting,1
23,1067,Easy,Strings,1
23,1057,Easy,Trees,1
23,1131,Medium,DP,1
23,1192,Medium,Trees,1
23,1133,Hard,Strings,0
23,1143,Medium,Greedy,1
23,1149,Easy,DP,1
23,1177,Easy,Trees,1
23,1148,Hard,Arrays,0
23,1115,Easy,Sorting,1
24,1182,Easy,Trees,1
24,1030,Medium,Graphs,1
24,1006,Easy,Greedy,1
24,1088,Medium,Greedy,1
24,1166,Easy,Strings,0
24,1028,Easy,Strings,0
24,1174,Easy,Greedy,1
24,1043,Easy,Math,1
24,1190,Medium,Graphs,1
24,1063,Hard,Greedy,0
24,1133,Hard,Strings,0
24,1045,Hard,Trees,0
24,1142,Easy,Greedy,0
24,1041,Easy,Sorting,1
24,1085,Easy,Arrays,0
24,1144,Medium,Math,0
24,1110,Easy,Sorting,1
24,1119,Medium,Greedy,1
24,1060,Hard,DP,1
24,1104,Hard,Greedy,0
25,1153,Medium,Graphs,0
25,1100,Medium,Math,1
25,1157,Medium,Arrays,1
25,1101,Medium,Graphs,0
25,1151,Easy,Sorting,1
25,1030,Medium,Graphs,0
25,1090,Easy,Sorting,1
25,1091,Hard,Greedy,1
25,1118,Hard,Graphs,1
25,1159,Hard,Greedy,0
25,1045,Hard,Trees,1
25,1173,Easy,Greedy,1
25,1181,Easy,Math,1
25,1077,Medium,Trees,1
25,1158,Easy,Arrays,1
25,1152,Medium,Trees,0
25,1022,Medium,Graphs,0
25,1189,Hard,Strings,0
25,1035,Medium,Arrays,1
25,1081,Easy,Arrays,1
25,1031,Medium,DP,0
25,1062,Hard,Math,0
25,1079,Medium,Sorting,1
25,1195,Medium,Trees,0
25,1047,Medium,Graphs,1
25,1096,Easy,Strings,1
25,1037,Hard,Trees,0
25,1131,Medium,DP,0
25,1199,Easy,Greedy,1
25,1108,Easy,Trees,0
25,1200,Medium,Strings,0
25,1036,Easy,Arrays,1
25,1148,Hard,Arrays,0
25,1099,Medium,DP,1
25,1109,Easy,Sorting,1
25,1048,Hard,Graphs,0
25,1125,Medium,Strings,1
25,1163,Hard,Greedy,0
25,1138,Hard,Graphs,0
25,1190,Medium,Graphs,1
25,1143,Medium,Greedy,0
25,1043,Easy,Math,1
25,1126,Easy,Trees,1
25,1074,Hard,DP,0
25,1169,Easy,Graphs,1
25,1165,Hard,Arrays,1
25,1188,Easy,Graphs,1
25,1116,Medium,DP,1
25,1014,Hard,Strings,1
25,1092,Easy,Trees,1
25,1003,Easy,Graphs,1
25,1164,Hard,DP,1
25,1182,Easy,Trees,1
25,1050,Hard,Trees,0
25,1167,Hard,Trees,0
26,1132,Hard,Graphs,0
26,1174,Easy,Greedy,1
26,1025,Hard,Graphs,0
26,1035,Medium,Arrays,0
26,1193,Easy,Math,1
26,1106,Medium,Trees,0
26,1016,Easy,Strings,0
26,1071,Easy,Sorting,0
26,1168,Hard,Greedy,0
26,1033,Easy,Trees,1
26,1180,Hard,Math,0
26,1034,Easy,Greedy,0
26,1064,Easy,DP,1
26,1038,Easy,Greedy,0
26,1183,Easy,Strings,1
26,1083,Medium,Arrays,1
26,1188,Easy,Graphs,0
26,1199,Easy,Greedy,1
26,1101,Medium,Graphs,0
26,1126,Easy,Trees,0
26,1037,Hard,Trees,0
26,1148,Hard,Arrays,0
26,1162,Hard,DP,0
26,1069,Easy,Greedy,0
26,1161,Easy,Trees,1
26,1107,Hard,DP,0
26,1097,Hard,Graphs,1
26,1116,Medium,DP,0
26,1020,Easy,Math,1
26,1163,Hard,Greedy,1
26,1024,Hard,Graphs,0
26,1104,Hard,Greedy,0
26,1200,Medium,Strings,0
26,1072,Hard,DP,0
26,1095,Medium,Graphs,1
26,1117,Easy,Graphs,1
26,1125,Medium,Strings,1
26,1084,Easy,Arrays,1
26,1149,Easy,DP,1
26,1001,Medium,Arrays,0
26,1170,Easy,Arrays,1
26,1118,Hard,Graphs,1
26,1092,Easy,Trees,1
26,1017,Medium,Arrays,1
26,1137,Medium,Math,0
26,1102,Medium,Graphs,0
26,1056,Hard,Strings,0
26,1110,Easy,Sorting,1
26,1055,Medium,Math,1
27,1081,Easy,Arrays,0
27,1095,Medium,Graphs,1
27,1077,Medium,Trees,1
27,1036,Easy,Arrays,1
27,1098,Easy,Greedy,1
27,1193,Easy,Math,1
27,1035,Medium,Arrays,0
27,1165,Hard,Arrays,1
27,1174,Easy,Greedy,1
27,1037,Hard,Trees,1
27,1018,Medium,Graphs,1
27,1136,Medium,Arrays,0
27,1145,Medium,Math,1
27,1003,Easy,Graphs,0
27,1157,Medium,Arrays,1
27,1167,Hard,Trees,0
27,1043,Easy,Math,1
27,1113,Medium,Arrays,1
27,1090,Easy,Sorting,1
27,1055,Medium,Math,1
27,1161,Easy,Trees,1
27,1039,Hard,Strings,0
27,1106,Medium,Trees,0
27,1158,Easy,Arrays,1
27,1176,Hard,Math,1
27,1114,Medium,Arrays,1
27,1056,Hard,Strings,1
27,1023,Easy,Greedy,1
28,1093,Easy,Trees,1
28,1082,Medium,Greedy,1
28,1034,Easy,Greedy,1
28,1100,Medium,Math,1
28,1146,Hard,Arrays,0
28,1108,Easy,Trees,1
28,1094,Medium,Arrays,0
28,1140,Easy,Graphs,1
28,1175,Easy,Math,1
28,1045,Hard,Trees,0
28,1196,Medium,DP,1
28,1121,Medium,Arrays,0
28,1198,Medium,Arrays,0
28,1019,Hard,Trees,0
28,1005,Medium,Arrays,1
28,1151,Easy,Sorting,1
29,1138,Hard,Graphs,0
29,1084,Easy,Arrays,0
29,1101,Medium,Graphs,0
29,1151,Easy,Sorting,1
29,1163,Hard,Greedy,1
29,1167,Hard,Trees,0
29,1175,Easy,Math,1
29,1165,Hard,Arrays,0
29,1017,Medium,Arrays,0
29,1080,Easy,Greedy,1
29,1179,Hard,Graphs,0
29,1112,Easy,Arrays,1
29,1187,Easy,Greedy,1
29,1062,Hard,Math,0
29,1015,Easy,Trees,1
29,1063,Hard,Greedy,1
29,1023,Easy,Greedy,1
29,1189,Hard,Strings,0
29,1030,Medium,Graphs,0
29,1117,Easy,Graphs,1
29,1157,Medium,Arrays,1
29,1156,Medium,DP,1
29,1186,Easy,Trees,1
29,1191,Medium,Math,0
29,1171,Hard,Greedy,0
29,1169,Easy,Graphs,1
29,1045,Hard,Trees,0
29,1031,Medium,DP,1
29,1004,Medium,Graphs,0
29,1036,Easy,Arrays,1
29,1003,Easy,Graphs,1
29,1042,Easy,DP,1
29,1128,Medium,Graphs,1
29,1089,Medium,Sorting,0
30,1058,Easy,Arrays,1
30,1083,Medium,Arrays,1
30,1064,Easy,DP,0
30,1107,Hard,DP,1
30,1185,Easy,Greedy,1
30,1082,Medium,Greedy,1
30,1070,Hard,Graphs,0
30,1020,Easy,Math,1
30,1147,Easy,Trees,1
30,1096,Easy,Strings,1
30,1031,Medium,DP,0
30,1129,Easy,Graphs,1
30,1173,Easy,Greedy,1
30,1014,Hard,Strings,1
30,1046,Easy,DP,1
30,1200,Medium,Strings,0
30,1133,Hard,Strings,0
30,1012,Medium,Strings,1
30,1103,Easy,Arrays,1
30,1018,Medium,Graphs,1
30,1120,Medium,Greedy,1
30,1073,Easy,Sorting,1
30,1080,Easy,Greedy,1
30,1084,Easy,Arrays,1
30,1023,Easy,Greedy,1
30,1142,Easy,Greedy,1
30,1117,Easy,Graphs,1
30,1003,Easy,Graphs,1
30,1095,Medium,Graphs,0
30,1052,Easy,Sorting,1
30,1075,Easy,Trees,1
30,1145,Medium,Math,1
30,1078,Hard,Strings,1
30,1160,Medium,Graphs,1
30,1063,Hard,Greedy,0
30,1119,Medium,Greedy,0
30,1172,Easy,Sorting,1
30,1152,Medium,Trees,1
30,1127,Easy,Math,1
30,1051,Medium,Trees,1
30,1140,Easy,Graphs,1
30,1166,Easy,Strings,1
30,1039,Hard,Strings,1
30,1002,Medium,Greedy,1
30,1105,Easy,Sorting,1
30,1007,Easy,Arrays,1
30,1060,Hard,DP,0
30,1139,Hard,DP,1
30,1089,Medium,Sorting,1
30,1188,Easy,Graphs,1
30,1086,Hard,Graphs,0
30,1001,Medium,Arrays,1
30,1097,Hard,Graphs,0
30,1079,Medium,Sorting,0
30,1027,Medium,Strings,1
30,1053,Medium,Arrays,1
30,1136,Medium,Arrays,0
30,1061,Medium,Graphs,0
30,1108,Easy,Trees,1
30,1126,Easy,Trees,1
30,1016,Easy,Strings,1
30,1037,Hard,Trees,0
30,1072,Hard,DP,0
30,1024,Hard,Graphs,0
30,1183,Easy,Strings,1
30,1154,Easy,DP,1
30,1134,Easy,Sorting,1
30,1106,Medium,Trees,1
31,1033,Easy,Trees,1
31,1024,Hard,Graphs,1
31,1085,Easy,Arrays,1
31,1032,Medium,Greedy,0
31,1011,Hard,DP,1
31,1119,Medium,Greedy,0
31,1013,Easy,Greedy,1
31,1044,Medium,Trees,0
31,1147,Easy,Trees,1
31,1111,Easy,Math,1
31,1186,Easy,Trees,1
31,1102,Medium,Graphs,0
31,1128,Medium,Graphs,1
31,1008,Medium,Trees,1
31,1098,Easy,Greedy,1
31,1175,Easy,Math,1
31,1110,Easy,Sorting,1
31,1045,Hard,Trees,1
31,1091,Hard,Greedy,0
31,1055,Medium,Math,0
31,1048,Hard,Graphs,0
31,1071,Easy,Sorting,1
31,1072,Hard,DP,1
31,1115,Easy,Sorting,0
31,1039,Hard,Strings,0
31,1009,Easy,Math,1
31,1158,Easy,Arrays,1
31,1159,Hard,Greedy,0
31,1174,Easy,Greedy,1
31,1063,Hard,Greedy,1
31,1166,Easy,Strings,1
31,1076,Hard,Greedy,0
31,1188,Easy,Graphs,1
31,1106,Medium,Trees,0
31,1141,Medium,DP,1
31,1123,Medium,Strings,1
31,1016,Easy,Strings,1
31,1023,Easy,Greedy,1
31,1178,Medium,Strings,0
31,1099,Medium,DP,1
31,1036,Easy,Arrays,1
31,1108,Easy,Trees,1
31,1052,Easy,Sorting,1
31,1135,Hard,Math,0
31,1064,Easy,DP,1
31,1140,Easy,Graphs,1
31,1005,Medium,Arrays,0
31,1190,Medium,Graphs,1
31,1092,Easy,Trees,0
31,1165,Hard,Arrays,1
31,1155,Medium,Strings,1
31,1125,Medium,Strings,1
31,1089,Medium,Sorting,1
31,1145,Medium,Math,1
31,1129,Easy,Graphs,0
31,1083,Medium,Arrays,0
31,1100,Medium,Math,0
31,1070,Hard,Graphs,0
31,1047,Medium,Graphs,1
31,1007,Easy,Arrays,0
31,1082,Medium,Greedy,0
31,1057,Easy,Trees,0
31,1187,Easy,Greedy,1
31,1162,Hard,DP,1
31,1015,Easy,Trees,1
31,1121,Medium,Arrays,1
31,1152,Medium,Trees,1
31,1060,Hard,DP,0
31,1041,Easy,Sorting,1
31,1026,Easy,Sorting,1
31,1156,Medium,DP,0
32,1198,Medium,Arrays,1
32,1146,Hard,Arrays,0
32,1009,Easy,Math,1
32,1047,Medium,Graphs,0
32,1155,Medium,Strings,1
32,1082,Medium,Greedy,1
32,1157,Medium,Arrays,1
32,1057,Easy,Trees,1
32,1164,Hard,DP,1
32,1145,Medium,Math,1
32,1027,Medium,Strings,0
32,1128,Medium,Graphs,1
32,1037,Hard,Trees,0
32,1085,Easy,Arrays,1
32,1020,Easy,Math,1
32,1061,Medium,Graphs,1
32,1089,Medium,Sorting,1
32,1195,Medium,Trees,1
32,1043,Easy,Math,1
32,1163,Hard,Greedy,0
32,1023,Easy,Greedy,1
32,1172,Easy,Sorting,1
32,1192,Medium,Trees,1
32,1086,Hard,Graphs,1
32,1115,Easy,Sorting,1
32,1003,Easy,Graphs,1
32,1068,Hard,Math,0
32,1054,Medium,Graphs,1
32,1064,Easy,DP,1
32,1018,Medium,Graphs,1
32,1090,Easy,Sorting,0
32,1066,Medium,Sorting,1
32,1028,Easy,Strings,1
32,1001,Medium,Arrays,0
32,1013,Easy,Greedy,1
32,1099,Medium,DP,0
32,1113,Medium,Arrays,1
32,1108,Easy,Trees,1
32,1182,Easy,Trees,1
32,1106,Medium,Trees,1
32,1127,Easy,Math,1
32,1097,Hard,Graphs,1
32,1170,Easy,Arrays,1
32,1140,Easy,Graphs,1
32,1159,Hard,Greedy,1
32,1026,Easy,Sorting,1
32,1123,Medium,Strings,1
32,1148,Hard,Arrays,1
32,1058,Easy,Arrays,1
32,1042,Easy,DP,1
32,1116,Medium,DP,1
32,1019,Hard,Trees,0
32,1200,Medium,Strings,1
32,1076,Hard,Greedy,0
32,1006,Easy,Greedy,1
32,1183,Easy,Strings,1
32,1067,Easy,Strings,1
32,1190,Medium,Graphs,1
32,1149,Easy,DP,0
32,1088,Medium,Greedy,0
32,1044,Medium,Trees,0
32,1156,Medium,DP,1
32,1151,Easy,Sorting,1
32,1186,Easy,Trees,1
32,1024,Hard,Graphs,1
33,1129,Easy,Graphs,1
33,1147,Easy,Trees,1
33,1133,Hard,Strings,1
33,1174,Easy,Greedy,1
33,1159,Hard,Greedy,1
33,1038,Easy,Greedy,1
33,1031,Medium,DP,0
33,1194,Medium,Greedy,1
33,1115,Easy,Sorting,1
33,1045,Hard,Trees,0
33,1043,Easy,Math,1
33,1055,Medium,Math,1
33,1050,Hard,Trees,0
33,1033,Easy,Trees,1
33,1011,Hard,DP,0
33,1109,Easy,Sorting,1
33,1021,Hard,Strings,0
33,1175,Easy,Math,1
33,1112,Easy,Arrays,1
34,1028,Easy,Strings,1
34,1145,Medium,Math,1
34,1026,Easy,Sorting,1
34,1074,Hard,DP,1
34,1138,Hard,Graphs,0
34,1089,Medium,Sorting,1
34,1106,Medium,Trees,0
34,1068,Hard,Math,1
34,1099,Medium,DP,0
34,1168,Hard,Greedy,0
34,1125,Medium,Strings,0
34,1147,Easy,Trees,0
34,1156,Medium,DP,1
34,1122,Medium,Trees,1
34,1010,Hard,Arrays,0
34,1045,Hard,Trees,0
34,1071,Easy,Sorting,1
34,1104,Hard,Greedy,0
34,1037,Hard,Trees,0
34,1159,Hard,Greedy,1
34,1188,Easy,Graphs,1
34,1175,Easy,Math,0
34,1178,Medium,Strings,1
34,1103,Easy,Arrays,1
34,1186,Easy,Trees,1
34,1102,Medium,Graphs,1
34,1085,Easy,Arrays,1
35,1080,Easy,Greedy,1
35,1182,Easy,Trees,0
35,1130,Easy,Greedy,1
35,1104,Hard,Greedy,1
35,1035,Medium,Arrays,1
35,1135,Hard,Math,0
35,1146,Hard,Arrays,0
35,1008,Medium,Trees,1
35,1045,Hard,Trees,0
35,1050,Hard,Trees,1
35,1052,Easy,Sorting,1
35,1015,Easy,Trees,1
35,1064,Easy,DP,1
35,1009,Easy,Math,1
35,1117,Easy,Graphs,1
35,1013,Easy,Greedy,1
35,1093,Easy,Trees,1
35,1181,Easy,Math,1
35,1051,Medium,Trees,1
35,1071,Easy,Sorting,1
35,1095,Medium,Graphs,1
35,1119,Medium,Greedy,1
35,1198,Medium,Arrays,0
36,1122,Medium,Trees,0
36,1034,Easy,Greedy,1
36,1166,Easy,Strings,1
36,1045,Hard,Trees,1
36,1154,Easy,DP,1
36,1003,Easy,Graphs,1
36,1058,Easy,Arrays,1
36,1065,Medium,Arrays,1
36,1156,Medium,DP,0
36,1079,Medium,Sorting,0
36,1183,Easy,Strings,0
36,1182,Easy,Trees,1
36,1165,Hard,Arrays,0
36,1071,Easy,Sorting,1
36,1109,Easy,Sorting,1
36,1097,Hard,Graphs,0
37,1164,Hard,DP,0
37,1084,Easy,Arrays,1
37,1071,Easy,Sorting,1
37,1067,Easy,Strings,0
37,1168,Hard,Greedy,0
37,1183,Easy,Strings,0
37,1167,Hard,Trees,0
37,1077,Medium,Trees,0
37,1049,Easy,DP,1
37,1039,Hard,Strings,1
37,1133,Hard,Strings,1
37,1062,Hard,Math,0
37,1015,Easy,Trees,1
37,1154,Easy,DP,1
37,1104,Hard,Greedy,0
37,1170,Easy,Arrays,1
37,1082,Medium,Greedy,1
37,1175,Easy,Math,1
37,1036,Easy,Arrays,1
37,1007,Easy,Arrays,1
37,1196,Medium,DP,0
37,1128,Medium,Graphs,1
37,1076,Hard,Greedy,0
37,1197,Medium,Math,1
37,1108,Easy,Trees,0
37,1186,Easy,Trees,0
37,1100,Medium,Math,0
37,1010,Hard,Arrays,1
37,1150,Medium,Math,0
37,1147,Easy,Trees,1
37,1192,Medium,Trees,1
37,1088,Medium,Greedy,1
37,1057,Easy,Trees,0
37,1137,Medium,Math,1
37,1200,Medium,Strings,1
37,1122,Medium,Trees,1
37,1092,Easy,Trees,1
37,1130,Easy,Greedy,0
37,1193,Easy,Math,1
37,1044,Medium,Trees,1
37,1143,Medium,Greedy,0
37,1047,Medium,Graphs,0
37,1178,Medium,Strings,1
37,1025,Hard,Graphs,0
37,1121,Medium,Arrays,1
37,1033,Easy,Trees,1
37,1177,Easy,Trees,1
37,1144,Medium,Math,1
37,1159,Hard,Greedy,0
37,1086,Hard,Graphs,0
38,1194,Medium,Greedy,1
38,1136,Medium,Arrays,1
38,1049,Easy,DP,1
38,1005,Medium,Arrays,1
38,1174,Easy,Greedy,1
38,1002,Medium,Greedy,0
38,1161,Easy,Trees,1
38,1188,Easy,Graphs,1
38,1064,Easy,DP,1
38,1058,Easy,Arrays,1
38,1178,Medium,Strings,1
38,1089,Medium,Sorting,1
38,1080,Easy,Greedy,1
38,1034,Easy,Greedy,1
38,1027,Medium,Strings,1
38,1099,Medium,DP,0
38,1129,Easy,Graphs,1
38,1151,Easy,Sorting,1
38,1079,Medium,Sorting,1
38,1043,Easy,Math,1
38,1017,Medium,Arrays,1
38,1012,Medium,Strings,1
38,1077,Medium,Trees,0
38,1075,Easy,Trees,1
38,1117,Easy,Graphs,0
38,1134,Easy,Sorting,1
38,1153,Medium,Graphs,1
38,1135,Hard,Math,1
38,1087,Medium,Math,1
38,1112,Easy,Arrays,1
38,1035,Medium,Arrays,0
38,1088,Medium,Greedy,1
38,1126,Easy,Trees,1
38,1092,Easy,Trees,1
38,1198,Medium,Arrays,1
38,1181,Easy,Math,1
38,1104,Hard,Greedy,0
38,1197,Medium,Math,1
38,1059,Hard,Math,0
38,1191,Medium,Math,0
38,1187,Easy,Greedy,1
38,1055,Medium,Math,0
38,1006,Easy,Greedy,1
38,1183,Easy,Strings,1
38,1130,Easy,Greedy,1
38,1044,Medium,Trees,0
38,1032,Medium,Greedy,1
38,1094,Medium,Arrays,1
38,1010,Hard,Arrays,0
38,1097,Hard,Graphs,0
38,1066,Medium,Sorting,0
38,1137,Medium,Math,1
38,1013,Easy,Greedy,1
38,1148,Hard,Arrays,1
38,1028,Easy,Strings,1
38,1158,Easy,Arrays,1
39,1036,Easy,Arrays,1
39,1170,Easy,Arrays,1
39,1166,Easy,Strings,1
39,1044,Medium,Trees,0
39,1085,Easy,Arrays,1
39,1092,Easy,Trees,1
39,1113,Medium,Arrays,0
39,1160,Medium,Graphs,1
39,1069,Easy,Greedy,1
39,1188,Easy,Graphs,1
39,1024,Hard,Graphs,0
39,1096,Easy,Strings,1
39,1088,Medium,Greedy,1
39,1047,Medium,Graphs,0
39,1030,Medium,Graphs,1
39,1103,Easy,Arrays,1
40,1200,Medium,Strings,1
40,1092,Easy,Trees,1
40,1157,Medium,Arrays,1
40,1008,Medium,Trees,0
40,1176,Hard,Math,0
40,1187,Easy,Greedy,1
40,1034,Easy,Greedy,1
40,1124,Hard,Greedy,1
40,1125,Medium,Strings,0
40,1029,Easy,Math,0
40,1106,Medium,Trees,0
40,1113,Medium,Arrays,0
40,1012,Medium,Strings,0
40,1017,Medium,Arrays,0
40,1067,Easy,Strings,1
40,1168,Hard,Greedy,0
40,1081,Easy,Arrays,1
40,1004,Medium,Graphs,1
40,1181,Easy,Math,0
40,1174,Easy,Greedy,0
40,1135,Hard,Math,0
40,1148,Hard,Arrays,0
40,1145,Medium,Math,0
40,1058,Easy,Arrays,1
40,1172,Easy,Sorting,1
40,1087,Medium,Math,1
40,1133,Hard,Strings,0
40,1134,Easy,Sorting,1
40,1159,Hard,Greedy,0
40,1025,Hard,Graphs,1
40,1111,Easy,Math,1
40,1064,Easy,DP,1
40,1193,Easy,Math,0
40,1089,Medium,Sorting,0
40,1165,Hard,Arrays,0
40,1099,Medium,DP,1
40,1039,Hard,Strings,0
40,1143,Medium,Greedy,1
40,1198,Medium,Arrays,0
40,1014,Hard,Strings,0
40,1003,Easy,Graphs,1
40,1041,Easy,Sorting,1
40,1130,Easy,Greedy,1
40,1121,Medium,Arrays,1
40,1127,Easy,Math,0
40,1043,Easy,Math,1
40,1020,Easy,Math,0
40,1126,Easy,Trees,1
40,1083,Medium,Arrays,1
40,1062,Hard,Math,0
40,1085,Easy,Arrays,1
40,1072,Hard,DP,0
40,1013,Easy,Greedy,1
40,1158,Easy,Arrays,1
40,1177,Easy,Trees,0
40,1141,Medium,DP,1
40,1097,Hard,Graphs,0
40,1104,Hard,Greedy,0
40,1061,Medium,Graphs,0
40,1021,Hard,Strings,1
40,1118,Hard,Graphs,0
40,1114,Medium,Arrays,0
40,1115,Easy,Sorting,1
41,1200,Medium,Strings,0
41,1046,Easy,DP,0
41,1178,Medium,Strings,0
41,1149,Easy,DP,1
41,1045,Hard,Trees,1
41,1188,Easy,Graphs,1
41,1033,Easy,Trees,1
41,1027,Medium,Strings,1
41,1100,Medium,Math,0
41,1169,Easy,Graphs,0
41,1154,Easy,DP,1
41,1156,Medium,DP,0
41,1083,Medium,Arrays,0
41,1130,Easy,Greedy,1
41,1099,Medium,DP,1
41,1108,Easy,Trees,1
41,1189,Hard,Strings,1
41,1198,Medium,Arrays,0
41,1064,Easy,DP,1
41,1071,Easy,Sorting,0
41,1102,Medium,Graphs,0
41,1088,Medium,Greedy,0
41,1076,Hard,Greedy,0
41,1116,Medium,DP,0
41,1035,Medium,Arrays,0
41,1036,Easy,Arrays,1
41,1106,Medium,Trees,0
41,1155,Medium,Strings,0
41,1132,Hard,Graphs,0
41,1077,Medium,Trees,1
41,1141,Medium,DP,1
41,1081,Easy,Arrays,1
41,1142,Easy,Greedy,1
41,1162,Hard,DP,1
41,1056,Hard,Strings,0
41,1052,Easy,Sorting,1
41,1054,Medium,Graphs,1
41,1160,Medium,Graphs,1
41,1075,Easy,Trees,1
41,1089,Medium,Sorting,0
41,1034,Easy,Greedy,1
